id,substation_id,name,type,latitude,longitude,string_actual,order_actual,string,order,distance,subassembly,upstream_cable,easting,northing,floris_x,floris_y,cable_length,bury_speed
A7,OSS,A7,turbine,-41.70560556,-74.67750502,0.0,0.0,0.0,0.0,0.0,12MW_core_wind.yaml,array_core_wind.yaml,1515.15,9090.9,1515.15,9090.9,4.86728463,0
B7,OSS,B7,turbine,-41.66269051,-74.67031126,0.0,1.0,0.0,1.0,0.0,12MW_core_wind.yaml,array_core_wind.yaml,3030.3,9090.9,3030.3,9090.9,4.86530122,0
C7,OSS,C7,turbine,-41.61981624,-74.66310956,0.0,2.0,0.0,2.0,0.0,12MW_core_wind.yaml,array_core_wind.yaml,4545.45,9090.9,4545.45,9090.9,4.87650142,0
D7,OSS,D7,turbine,-41.57698273,-74.65589992,0.0,3.0,0.0,3.0,0.0,12MW_core_wind.yaml,array_core_wind.yaml,6060.6,9090.9,6060.6,9090.9,4.861330688,0
E7,OSS,E7,turbine,-41.53418997,-74.64868235,0.0,4.0,0.0,4.0,0.0,12MW_core_wind.yaml,array_core_wind.yaml,7575.75,9090.9,7575.75,9090.9,4.859343355,0
A6,OSS,A6,turbine,-41.67838989,-74.68885434,1.0,0.0,1.0,0.0,0.0,12MW_core_wind.yaml,array_core_wind.yaml,1515.15,7575.75,1515.15,7575.75,4.85735636,0
B6,OSS,B6,turbine,-41.63545724,-74.681655,1.0,1.0,1.0,1.0,0.0,12MW_core_wind.yaml,array_core_wind.yaml,3030.3,7575.75,3030.3,7575.75,4.855366182,0
C6,OSS,C6,turbine,-41.59256545,-74.67444772,1.0,2.0,1.0,2.0,0.0,12MW_core_wind.yaml,array_core_wind.yaml,4545.45,7575.75,4545.45,7575.75,4.871693278,0
F7,OSS,F7,turbine,-41.49143795,-74.64145688,1.0,3.0,1.0,3.0,0.0,12MW_core_wind.yaml,array_core_wind.yaml,9090.9,9090.9,9090.9,9090.9,4.869702376,0
G7,OSS,G7,turbine,-41.44872665,-74.63422351,1.0,4.0,1.0,4.0,0.0,12MW_core_wind.yaml,array_core_wind.yaml,10606.05,9090.9,10606.05,9090.9,4.880899677,0
A5,OSS,A5,turbine,-41.65113336,-74.70020011,2.0,0.0,2.0,0.0,0.0,12MW_core_wind.yaml,array_core_wind.yaml,1515.15,6060.6,1515.15,6060.6,4.865716752,0
D6,OSS,D6,turbine,-41.54971449,-74.66723249,2.0,1.0,2.0,1.0,0.0,12MW_core_wind.yaml,array_core_wind.yaml,6060.6,7575.75,6060.6,7575.75,4.863721031,0
E6,OSS,E6,turbine,-41.50690436,-74.66000934,2.0,2.0,2.0,2.0,0.0,12MW_core_wind.yaml,array_core_wind.yaml,7575.75,7575.75,7575.75,7575.75,4.861723127,0
F6,OSS,F6,turbine,-41.46413505,-74.65277828,2.0,3.0,2.0,3.0,0.0,12MW_core_wind.yaml,array_core_wind.yaml,9090.9,7575.75,9090.9,7575.75,4.859725453,0
G6,OSS,G6,turbine,-41.42140653,-74.64553932,2.0,4.0,2.0,4.0,0.0,12MW_core_wind.yaml,array_core_wind.yaml,10606.05,7575.75,10606.05,7575.75,4.876105596,0
B5,OSS,B5,turbine,-41.60818312,-74.69299518,3.0,0.0,3.0,0.0,0.0,12MW_core_wind.yaml,array_core_wind.yaml,3030.3,6060.6,3030.3,6060.6,4.874106202,0
C5,OSS,C5,turbine,-41.56527381,-74.6857823,3.0,1.0,3.0,1.0,0.0,12MW_core_wind.yaml,array_core_wind.yaml,4545.45,6060.6,4545.45,6060.6,4.8853005,0
D5,OSS,D5,turbine,-41.52240543,-74.67856149,3.0,2.0,3.0,2.0,0.0,12MW_core_wind.yaml,array_core_wind.yaml,6060.6,6060.6,6060.6,6060.6,4.870101177,0
E5,OSS,E5,turbine,-41.47957794,-74.67133275,3.0,3.0,3.0,3.0,0.0,12MW_core_wind.yaml,array_core_wind.yaml,7575.75,6060.6,7575.75,6060.6,4.86809896,0
F5,OSS,F5,turbine,-41.43679134,-74.66409609,3.0,4.0,3.0,4.0,0.0,12MW_core_wind.yaml,array_core_wind.yaml,9090.9,6060.6,9090.9,6060.6,4.866093664,0
A4,OSS,A4,turbine,-41.62383588,-74.71154231,4.0,0.0,4.0,0.0,0.0,12MW_core_wind.yaml,array_core_wind.yaml,1515.15,4545.45,1515.15,4545.45,4.864087495,0
B4,OSS,B4,turbine,-41.58086807,-74.70433179,4.0,1.0,4.0,1.0,0.0,12MW_core_wind.yaml,array_core_wind.yaml,3030.3,4545.45,3030.3,4545.45,4.880519586,0
