id,substation_id,name,type,latitude,longitude,string_actual,order_actual,string,order,distance,subassembly,upstream_cable,easting,northing,floris_x,floris_y,cable_length,bury_speed
B3,OSS,B3,turbine,-41.55351201,-74.71566482,7.0,0.0,7.0,0.0,0.0,12MW_core_wind.yaml,array_core_wind.yaml,3030.3,3030.3,3030.3,3030.3,12.790759167140997,0.0
C3,OSS,C3,turbine,-41.51056772,-74.70844074,7.0,1.0,7.0,1.0,0.0,12MW_core_wind.yaml,array_core_wind.yaml,4545.45,3030.3,4545.45,3030.3,4.999036213822943,0.0
D3,OSS,D3,turbine,-41.4676645,-74.70120872,7.0,2.0,7.0,2.0,0.0,12MW_core_wind.yaml,array_core_wind.yaml,6060.6,3030.3,6060.6,3030.3,4.994637956610318,0.0
E3,OSS,E3,turbine,-41.42480234,-74.69396878,7.0,3.0,7.0,3.0,0.0,12MW_core_wind.yaml,array_core_wind.yaml,7575.75,3030.3,7575.75,3030.3,4.990241161234461,0.0
F3,OSS,F3,turbine,-41.38198123,-74.68672092,7.0,4.0,7.0,4.0,0.0,12MW_core_wind.yaml,array_core_wind.yaml,9090.9,3030.3,9090.9,3030.3,4.985846037019903,0.0
A2,OSS,A2,turbine,-41.5691178,-74.73421599,8.0,0.0,8.0,0.0,0.0,12MW_core_wind.yaml,array_core_wind.yaml,1515.15,1515.15,1515.15,1515.15,11.128713020414716,0.0
B2,OSS,B2,turbine,-41.52611487,-74.72699426,8.0,1.0,8.0,1.0,0.0,12MW_core_wind.yaml,array_core_wind.yaml,3030.3,1515.15,3030.3,1515.15,5.005463202286349,0.0
C2,OSS,C2,turbine,-41.4831531,-74.71976457,8.0,2.0,8.0,2.0,0.0,12MW_core_wind.yaml,array_core_wind.yaml,4545.45,1515.15,4545.45,1515.15,5.001054883090121,0.0
F1,OSS,F1,turbine,-41.32700699,-74.70933129,8.0,3.0,8.0,3.0,0.0,12MW_core_wind.yaml,array_core_wind.yaml,9090.9,0.0,9090.9,0.0,17.57058269798427,0.0
G1,OSS,G1,turbine,-41.2841926,-74.7020643,8.0,4.0,8.0,4.0,0.0,12MW_core_wind.yaml,array_core_wind.yaml,10606.05,0.0,10606.05,0.0,4.985421167167066,0.0
A1,OSS,A1,turbine,-41.54169703,-74.74554745,9.0,0.0,9.0,0.0,0.0,12MW_core_wind.yaml,array_core_wind.yaml,1515.15,0.0,1515.15,0.0,14.279235557705341,0.0
B1,OSS,B1,turbine,-41.49867656,-74.7383201,9.0,1.0,9.0,1.0,0.0,12MW_core_wind.yaml,array_core_wind.yaml,3030.3,0.0,3030.3,0.0,5.00748849460586,0.0
C1,OSS,C1,turbine,-41.45569734,-74.7310848,9.0,2.0,9.0,2.0,0.0,12MW_core_wind.yaml,array_core_wind.yaml,4545.45,0.0,4545.45,0.0,5.003070369373131,0.0
D1,OSS,D1,turbine,-41.41275934,-74.72384155,9.0,3.0,9.0,3.0,0.0,12MW_core_wind.yaml,array_core_wind.yaml,6060.6,0.0,6060.6,0.0,4.9986561230940465,0.0
E1,OSS,E1,turbine,-41.36986256,-74.71659038,9.0,4.0,9.0,4.0,0.0,12MW_core_wind.yaml,array_core_wind.yaml,7575.75,0.0,7575.75,0.0,4.994242132642614,0.0
OSS,OSS,OSS,substation,-41.66684471,-74.71874487,,,,,,offshore_substation_core_wind.yaml,export_core_wind.yaml,0.0,4545.45,0.0,4545.45,,
