id,substation_id,name,type,latitude,longitude,string_actual,order_actual,string,order,distance,subassembly,upstream_cable,easting,northing,floris_x,floris_y,cable_length,bury_speed
B6,OSS,B6,turbine,40.9653979,-124.6177122,0.0,0.0,0.0,0.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,14298.3,10194.2,14298.3,10194.2,3.842559070851844,0
B5,OSS,B5,turbine,40.98449682,-124.6278421,0.0,1.0,0.0,1.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,13445.9,12315.2,13445.9,12315.2,2.3956537564290614,0
C5,OSS,C5,turbine,40.99889525,-124.6209276,0.0,2.0,0.0,2.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,14027.9,13914.2,14027.9,13914.2,1.8109724363678856,0
E4,OSS,E4,turbine,41.00359657,-124.6379766,0.0,3.0,0.0,3.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,12593.6,14436.3,12593.6,14436.3,1.631242093822498,0
A6,OSS,A6,turbine,40.95099939,-124.6246238,1.0,0.0,1.0,0.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,13716.3,8595.2,13716.3,8595.2,2.3956722794493785,0
A5,OSS,A5,turbine,40.97009835,-124.6347535,1.0,1.0,1.0,1.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,12863.9,10716.2,12863.9,10716.2,2.39572063851955,0
D4,OSS,D4,turbine,40.98919815,-124.6448878,1.0,2.0,1.0,2.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,12011.6,12837.3,12011.6,12837.3,2.3958593887479327,0
F3,OSS,F3,turbine,40.99389858,-124.6619371,1.0,3.0,1.0,3.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,10577.2,13359.3,10577.2,13359.3,1.631429497509373,0
F2,OSS,F2,turbine,40.9985999,-124.6789879,1.0,4.0,1.0,4.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,9142.88,13881.4,9142.88,13881.4,1.6314858596439978,0
a,OSS,a,turbine,41.00330122,-124.6960414,1.0,5.0,1.0,5.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,7708.54,14403.5,7708.54,14403.5,1.6316028199592707,0
C4,OSS,C4,turbine,40.97479969,-124.651796,2.0,0.0,2.0,0.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,11429.6,11238.3,11429.6,11238.3,5.814586060765697,0
E3,OSS,E3,turbine,40.97950103,-124.6688415,2.0,1.0,2.0,1.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,9995.25,11760.4,9995.25,11760.4,1.6314580564013057,0
E2,OSS,E2,turbine,40.98420147,-124.6858895,2.0,2.0,2.0,2.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,8560.9,12282.4,8560.9,12282.4,1.6315250487553177,0
G1,OSS,G1,turbine,40.9889028,-124.7029398,2.0,3.0,2.0,3.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,7126.55,12804.5,7126.55,12804.5,1.6316445254834075,0
i2,OSS,i2,turbine,40.99360323,-124.7199925,2.0,4.0,2.0,4.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,5692.21,13326.5,5692.21,13326.5,1.631703566952341,0
s6,OSS,s6,turbine,40.99830455,-124.7370476,2.0,5.0,2.0,5.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,4257.86,13848.6,4257.86,13848.6,1.6318308540103028,0
