id,substation_id,name,type,latitude,longitude,string_actual,order_actual,string,order,distance,subassembly,upstream_cable,easting,northing,floris_x,floris_y,cable_length,bury_speed
F1,OSS,F1,turbine,40.97450434,-124.7098351,3,4,3,4,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,6544.57,11205.5,6544.57,11205.5,21.90734227,0
s1,OSS,s1,turbine,40.97920568,-124.7268845,3,5,3,5,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,5110.23,11727.6,5110.23,11727.6,21.85421274,0
y4,OSS,y4,turbine,40.98390612,-124.7439365,3,6,3,6,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,3675.88,12249.6,3675.88,12249.6,21.80104661,0
p4,OSS,p4,turbine,40.98860745,-124.7609909,3,7,3,7,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,2241.53,12771.7,2241.53,12771.7,80.7616995,0
G7,OSS,G7,turbine,40.93660101,-124.6315324,4,0,4,0,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,13134.3,6996.22,13134.3,6996.22,22.12900204,0
F6,OSS,F6,turbine,40.94130202,-124.6485661,4,1,4,1,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,11700,7518.28,11700,7518.28,22.07487793,0
A4,OSS,A4,turbine,40.94600303,-124.6656034,4,2,4,2,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,10265.6,8040.34,10265.6,8040.34,22.02097005,0
C3,OSS,C3,turbine,40.95070403,-124.6826421,4,3,4,3,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,8831.28,8562.4,8831.28,8562.4,27.89020452,0
C2,OSS,C2,turbine,40.95540503,-124.6996835,4,4,4,4,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,7396.94,9084.46,7396.94,9084.46,21.9138543,0
E1,OSS,E1,turbine,40.96010603,-124.7167274,4,5,4,5,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,5962.59,9606.52,5962.59,9606.52,21.86063175,0
g,OSS,g,turbine,40.9648072,-124.7337737,4,6,4,6,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,4528.24,10128.6,4528.24,10128.6,21.80788956,0
w3,OSS,w3,turbine,40.96950764,-124.7508224,4,7,4,7,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,3093.9,10650.6,3093.9,10650.6,21.75434607,0
r2,OSS,r2,turbine,40.97420899,-124.7678735,4,8,4,8,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,1659.55,11172.7,1659.55,11172.7,36.17206302,0
F7,OSS,F7,turbine,40.9222026,-124.6384381,5,0,5,0,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,12552.3,5397.24,12552.3,5397.24,15.55013364,0
E6,OSS,E6,turbine,40.92690363,-124.6554685,5,1,5,1,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,11118,5919.3,11118,5919.3,22.02628013,0
G5,OSS,G5,turbine,40.93160464,-124.672502,5,2,5,2,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,9683.65,6441.36,9683.65,6441.36,4.94060099,0
B3,OSS,B3,turbine,40.93630566,-124.6895379,5,3,5,3,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,8249.3,6963.42,8249.3,6963.42,21.91951885,0
B2,OSS,B2,turbine,40.94100667,-124.706576,5,4,5,4,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,6814.96,7485.48,6814.96,7485.48,21.86647136,0
D1,OSS,D1,turbine,40.94570768,-124.7236167,5,5,5,5,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,5380.61,8007.54,5380.61,8007.54,21.81364502,0
f,OSS,f,turbine,40.95040868,-124.7406598,5,6,5,6,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,3946.26,8529.6,3946.26,8529.6,27.50458687,0
z2,OSS,z2,turbine,40.95510968,-124.7577052,5,7,5,7,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,2511.92,9051.66,2511.92,9051.66,33.97757507,0
C7,OSS,C7,turbine,40.91750158,-124.6214088,6,0,6,0,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,13986.7,4875.18,13986.7,4875.18,22.13393136,0
E7,OSS,E7,turbine,40.90780416,-124.6453395,6,1,6,1,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,11970.4,3798.26,11970.4,3798.26,22.03070865,0
D6,OSS,D6,turbine,40.91250519,-124.6623679,6,2,6,2,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,10536,4320.32,10536,4320.32,29.81371788,0
F5,OSS,F5,turbine,40.91720622,-124.679398,6,3,6,3,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,9101.67,4842.38,9101.67,4842.38,21.92432726,0
A3,OSS,A3,turbine,40.92190725,-124.6964306,6,4,6,4,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,7667.32,5364.44,7667.32,5364.44,21.87146242,0
A2,OSS,A2,turbine,40.92660827,-124.7134656,6,5,6,5,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,6232.98,5886.5,6232.98,5886.5,21.81881762,0
C1,OSS,C1,turbine,40.93130929,-124.7305031,6,6,6,6,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,4798.63,6408.56,4798.63,6408.56,8.706155091,0
e,OSS,e,turbine,40.9360103,-124.7475429,6,7,6,7,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,3364.28,6930.62,3364.28,6930.62,21.71417269,0
h,OSS,h,turbine,40.94071131,-124.7645852,6,8,6,8,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,1929.93,7452.68,1929.93,7452.68,77.35430382,0
B7,OSS,B7,turbine,40.90310312,-124.6283147,7,0,7,0,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,13404.7,3276.2,13404.7,3276.2,22.08422707,0
G4,OSS,G4,turbine,40.9075088,-124.7033204,7,1,7,1,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,7085.34,3765.46,7085.34,3765.46,21.82313948,0
H4,OSS,H4,turbine,40.91220984,-124.7203523,7,2,7,2,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,5650.99,4287.52,5650.99,4287.52,31.11762313,0
B1,OSS,B1,turbine,40.91691087,-124.7373864,7,3,7,3,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,4216.65,4809.58,4216.65,4809.58,21.71886317,0
d,OSS,d,turbine,40.92161189,-124.7544231,7,4,7,4,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,2782.3,5331.64,2782.3,5331.64,21.66704123,0
A7,OSS,A7,turbine,40.88870463,-124.6352175,8,0,8,0,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,12822.7,1677.22,12822.7,1677.22,64.06142465,0
D7,OSS,D7,turbine,40.89340568,-124.6522391,8,1,8,1,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,11388.4,2199.28,11388.4,2199.28,36.27838286,0
C6,OSS,C6,turbine,40.89810672,-124.669264,8,2,8,2,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,9954.03,2721.34,9954.03,2721.34,99.21964775,0
E5,OSS,E5,turbine,40.90280776,-124.6862909,8,3,8,3,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,8519.69,3243.4,8519.69,3243.4,21.87559703,0
D5,OSS,D5,turbine,40.88840927,-124.6931809,8,4,8,4,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,7937.71,1644.42,7937.71,1644.42,161.8359852,0
F4,OSS,F4,turbine,40.89311032,-124.7102072,8,5,8,5,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,6503.36,2166.48,6503.36,2166.48,161.4431875,0
G3,OSS,G3,turbine,40.89781137,-124.7272358,8,6,8,6,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,5069.01,2688.54,5069.01,2688.54,140.0656656,0
A1,OSS,A1,turbine,40.90251241,-124.7442668,8,7,8,7,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,3634.67,3210.6,3634.67,3210.6,21.67120627,0
c,OSS,c,turbine,40.90721345,-124.7613002,8,8,8,8,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,2200.32,3732.66,2200.32,3732.66,21.61978034,0
b,OSS,b,turbine,40.89281487,-124.7681744,8,9,8,9,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,1618.34,2133.67,1618.34,2133.67,159.8466399,0
G2,OSS,G2,turbine,40.88811382,-124.7511443,8,10,8,10,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,3052.68,1611.61,3052.68,1611.61,160.2315955,0
OSS,OSS,OSS,substation,40.9319,-124.6145,,,,,,offshore_substation_core_wind.yaml,export_core_wind.yaml,14568.7,6474.16,14568.7,6474.16,0,0
